procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1  67032 64110476   5064 655072    0    0    81   139    0    0  1  0 99  0  0
 0  1  67032 64080096   6604 660704    0    0  8260  4104 1405 1190  0  0 98  2  0
 0  1  67032 64078112   6604 660704    0    0  1660     0  263  350  0  0 98  2  0
 0  1  67032 64076624   6604 660704    0    0  1672     0  287  442  0  0 98  2  0
 0  1  67032 64074640   6604 660704    0    0  1816     0  248  346  0  0 98  2  0
 0  1  67032 64072656   6604 660704    0    0  1740     8  199  344  0  0 98  2  0
 0  1  67032 64070176   6604 660704    0    0  1788     0  275  368  0  0 98  2  0
 0  1  67032 64068192   6604 660704    0    0  1676     0  280  420  0  0 98  2  0
 1  1  67032 64065944   6604 660704    0    0  1756     0  448  355  0  0 98  2  0
 1  1  67032 64063900   6604 660704    0    0  1660     0 1348  372  2  0 96  2  0
 1  1  67032 64061736   6604 660704    0    0  1736     0 1550  352  2  0 96  2  0
 1  1  67032 64060128   6604 660704    0    0  1764     4 1494  474  2  0 96  2  0
 1  1  67032 64057776   6604 660704    0    0  1776     0 1458  360  2  0 96  2  0
 1  1  67032 64055732   6604 660704    0    0  1756     0 1298  364  2  0 96  2  0
 1  1  67032 64053688   6604 660704    0    0  1760     0 1381  380  2  0 96  2  0
 1  1  67032 64051644   6604 660704    0    0  1764     0 1404  448  2  0 96  2  0
 1  1  67032 64049600   6604 660704    0    0  1688     0 1373  390  2  0 96  2  0
 1  1  67032 64047308   6604 660704    0    0  1732     4 1302  368  2  0 96  2  0
 1  1  67032 64044828   6604 660704    0    0  1796     0 1350  396  2  0 96  2  0
 1  1  67032 64043220   6604 660704    0    0  1764     0 1405  480  2  0 96  2  0
 1  1  67032 64040740   6604 660704    0    0  1740     0 1308  358  2  0 96  2  0
 1  1  67032 64038696   6604 660704    0    0  1788     0 1281  366  2  0 96  2  0
 1  1  67032 64036900   6604 660704    0    0  1696     0 1331  368  2  0 96  2  0
 1  1  67032 64034916   6604 660704    0    0  1760     4 1348  474  2  0 96  2  0
 1  1  67032 64032436   6604 660704    0    0  1728     0 1311  370  2  0 96  2  0
 1  1  67032 64030392   6604 660704    0    0  1688    19 1254  372  2  0 96  2  0
 1  1  67032 64028160   6604 660704    0    0  1708     0 1317  378  2  0 96  2  0
 1  1  67032 64026612   6604 660704    0    0  1656     0 1377  460  2  0 96  2  0
 1  1  67032 64024568   6604 660704    0    0  1820     0 1334  392  2  0 96  2  0
 1  1  67032 64022072   6604 660704    0    0  1764     4 1245  374  2  0 96  2  0
 1  1  67032 64020088   6604 660704    0    0  1756     0 1265  358  2  0 96  2  0
 1  1  67032 64018540   6604 660704    0    0  1732    72 1361  446  2  0 96  2  0
 1  1  67032 64015812   6604 660704    0    0  1800     0 1312  386  2  0 96  2  0
 1  1  67032 64013828   6604 660704    0    0  1776     0 1264  358  2  0 96  2  0
 1  1  67032 64011784   6604 660704    0    0  1712     0 1308  374  2  0 96  2  0
 1  1  67032 64009800   6604 660704    0    0  1744     4 1329  478  2  0 96  2  0
 1  1  67032 64007816   6604 660704    0    0  1760     4 1335  392  2  0 96  2  0
 1  1  67032 64005524   6604 660704    0    0  1760     0 1229  372  2  0 96  2  0
 1  1  67032 64003540   6604 660704    0    0  1704     0 1286  362  2  0 96  2  0
 1  1  67032 64001060   6604 660704    0    0  1684     0 1312  450  2  0 96  2  0
 1  1  67032 63999076   6604 660704    0    0  1736     0 1277  366  2  0 96  2  0
 1  1  67032 63997032   6604 660704    0    0  1712     4 1225  356  2  0 96  2  0
 1  1  67032 63994800   6604 660704    0    0  1752     0 1299  362  2  0 96  2  0
 1  1  67032 63992816   6604 660704    0    0  1788     0 1316  452  2  0 96  2  0
 1  1  67032 63990772   6604 660704    0    0  1812     0 1279  366  2  0 96  2  0
 1  1  67032 63988788   6604 660704    0    0  1728     0 1227  348  2  0 96  2  0
 1  1  67032 63983900   6604 660704    0    0  1648    12 1286  362  2  0 96  2  0
 1  1  67032 63981420   6604 660704    0    0  1808     4 1307  470  2  0 96  2  0
 1  1  67032 63979436   6604 660704    0    0  1704     0 1254  366  2  0 96  2  0
 1  1  67032 63977204   6604 660704    0    0  1704     0 1203  344  2  0 96  2  0
 1  1  67032 63975220   6604 660704    0    0  1692     0 1265  366  2  0 96  2  0
 1  1  67032 63973236   6604 660704    0    0  1828     0 1309  480  2  0 96  2  0
 1  1  67032 63970756   6604 660704    0    0  1752     0 1250  372  2  0 96  2  0
