procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1  67168 64076500   5044 686764    0    0    82   140    0    0  1  0 99  0  0
 0  1  67168 64049816   6588 694056    0    0  8496  4128 1003 1185  0  0 98  1  0
 0  1  67168 64047956   6588 694172    0    0  1756     0  440  368  0  0 98  2  0
 1  1  67168 64046444   6588 693732    0    0  1652     0  430  389  0  0 98  2  0
 0  1  67168 64044460   6588 693732    0    0  1744     0  495  434  0  0 98  2  0
 0  1  67168 64041980   6588 693732    0    0  1744     0  361  344  0  0 98  2  0
 0  1  67168 64039996   6588 693732    0    0  1776    12  418  358  0  0 98  2  0
 0  1  67168 64038012   6588 693732    0    0  1680     0  336  322  0  0 98  2  0
 0  1  67168 64036028   6588 693732    0    0  1752     0  504  440  0  0 98  2  0
 1  1  67168 64034028   6588 693732    0    0  1720    77 1334  397  2  0 96  2  0
 1  1  67168 64031368   6588 693732    0    0  1716     0 1831  398  2  0 96  2  0
 1  1  67168 64029264   6588 693732    0    0  1740     0 1644  390  2  0 96  2  0
 1  1  67168 64026724   6588 693732    0    0  1772     4 1763  492  2  0 96  2  0
 1  1  67168 64024680   6588 693732    0    0  1712     0 1518  384  2  0 96  2  0
 1  1  67168 64022636   6588 693732    0    0  1768     0 1548  396  2  0 96  2  0
 1  1  67168 64020592   6588 693732    0    0  1820     0 1548  414  2  0 96  2  0
 1  1  67168 64018112   6588 693732    0    0  1628     0 1630  480  2  0 96  2  0
 1  1  67168 64016312   6588 693732    0    0  1748     0 1509  398  2  0 96  2  0
 1  1  67168 64014268   6588 693732    0    0  1752     4 1540  416  2  0 96  2  0
 1  1  67168 64012224   6588 693732    0    0  1824     0 1513  394  2  0 96  2  0
 1  1  67168 64009744   6588 693732    0    0  1740     0 1607  480  2  0 96  2  0
 1  1  67168 64007700   6588 693732    0    0  1748     0 1480  382  2  0 96  2  0
 1  1  67168 64005656   6588 693732    0    0  1744     0 1557  400  2  0 96  2  0
 1  1  67168 64003176   6588 693732    0    0  1784     0 1455  414  2  0 96  2  0
 1  1  67168 64001628   6588 693732    0    0  1704     4 1595  494  2  0 96  2  0
 1  1  67168 63999392   6588 693732    0    0  1692     0 1462  396  2  0 96  2  0
 1  1  67168 63997408   6588 693732    0    0  1692     0 1490  386  2  0 96  2  0
 1  1  67168 63995364   6588 693732    0    0  1708     0 1457  392  2  0 96  2  0
 1  1  67168 63993320   6588 693732    0    0  1784     0 1625  484  2  0 96  2  0
 1  1  67168 63988656   6588 693732    0    0  1740     0 1445  400  2  0 96  2  0
 1  1  67168 63986176   6588 693732    0    0  1836     4 1451  392  2  0 96  2  0
 1  1  67168 63984192   6588 693732    0    0  1676    68 1447  428  2  0 96  2  0
 1  1  67168 63981820   6588 693732    0    0  1780     0 1835  600  2  0 96  2  0
 1  1  67168 63979844   6588 693732    0    0  1804     0 1501  470  2  0 96  2  0
 1  1  67164 63979544   6588 693740    0    0  1692    20 1759  692  2  0 96  2  0
 1  1  67164 63977560   6588 693740    0    0  1804     0 1429  416  2  0 96  2  0
 1  1  67164 63975576   6588 693740    0    0  1704    24 1569  510  2  0 96  2  0
 1  1  67164 63973592   6588 693740    0    0  1760     0 1420  408  2  0 96  2  0
 1  1  67164 63971112   6588 693740    0    0  1728     0 1451  384  2  0 96  2  0
 1  1  67164 63968868   6588 693740    0    0  1664   934 1531  518  2  0 96  2  0
 1  1  67164 63966884   6588 693740    0    0  1692     0 1583  490  2  0 96  2  0
 1  1  67164 63964900   6588 693740    0    0  1736     0 1451  392  2  0 96  2  0
 1  1  67164 63962420   6588 693740    0    0  1788     4 1506  416  2  0 96  2  0
 1  1  67164 63960808   6588 693740    0    0  1708     0 1405  392  2  0 96  2  0
 1  1  67164 63958328   6588 693740    0    0  1776     0 1540  492  2  0 96  2  0
 1  1  67164 63956344   6588 693740    0    0  1760     0 1398  386  2  0 96  2  0
 1  1  67164 63954360   6588 693740    0    0  1756     0 1431  372  2  0 96  2  0
 1  1  67164 63951880   6588 693740    0    0  1800     0 1397  390  2  0 96  2  0
 1  1  67164 63949896   6588 693740    0    0  1740     8 1536  490  2  0 96  2  0
 1  1  67164 63947896   6588 693740    0    0  1672     0 1394  374  2  0 96  2  0
 1  1  67164 63945912   6588 693740    0    0  1700     0 1434  386  2  0 96  2  0
 1  1  67164 63943928   6588 693740    0    0  1820     0 1415  408  2  0 96  2  0
 1  1  67164 63941944   6588 693740    0    0  1728     0 1552  484  2  0 96  2  0
 1  1  67164 63939960   6588 693740    0    0  1680     0 1392  388  2  0 96  2  0
 1  1  67164 63937480   6588 693740    0    0  1748     4 1451  398  2  0 96  2  0
 1  1  67164 63935496   6588 693740    0    0  1840     0 1412  412  2  0 96  2  0
 1  1  67164 63933512   6588 693740    0    0  1780     0 1541  490  2  0 96  2  0
 1  1  67164 63931016   6588 693740    0    0  1712     0 1412  406  2  0 96  2  0
 1  1  67164 63929032   6588 693740    0    0  1716     0 1440  388  2  0 96  2  0
 1  1  67164 63927156   6588 693740    0    0  1740     8 1452  426  2  0 96  2  0
 1  1  67164 63925172   6588 693740    0    0  1696     0 1526  476  2  0 96  2  0
 1  1  67164 63923188   6588 693740    0    0  1680     0 1384  382  2  0 96  2  0
 1  1  67164 63920708   6588 693740    0    0  1776     0 1464  404  2  0 96  2  0
 1  1  67164 63918724   6588 693740    0    0  1692     0 1402  400  2  0 96  2  0
 1  1  67164 63916740   6588 693740    0    0  1820     0 1536  492  2  0 96  2  0
 1  1  67164 63914756   6588 693740    0    0  1732     4 1408  402  2  0 96  2  0
 1  1  67164 63912276   6588 693740    0    0  1764    12 1451  400  2  0 96  2  0
 1  1  67164 63910292   6588 693740    0    0  1724     0 1374  368  2  0 96  2  0
 1  1  67164 63908308   6588 693740    0    0  1864     0 1565  508  2  0 96  2  0
 1  1  67164 63906308   6588 693740    0    0  1772    84 1448  420  2  0 96  2  0
 1  1  67164 63903828   6588 693740    0    0  1756     0 1445  394  2  0 96  2  0
 1  1  67164 63901844   6588 693740    0    0  1864     4 1399  400  2  0 96  2  0
 1  1  67164 63899860   6588 693740    0    0  1800     0 1552  500  2  0 96  2  0
 1  1  67164 63897380   6588 693740    0    0  1732     0 1402  386  2  0 96  2  0
 1  1  67164 63895396   6588 693740    0    0  1780     0 1441  390  2  0 96  2  0
 1  1  67164 63893412   6588 693740    0    0  1732     0 1410  400  2  0 96  2  0
 1  1  67164 63891428   6588 693740    0    0  1752     0 1544  488  2  0 96  2  0
 1  1  67164 63889444   6588 693740    0    0  1728     4 1405  404  2  0 96  2  0
 1  1  67164 63886964   6588 693740    0    0  1852     0 1445  398  2  0 96  2  0
 1  1  67164 63884964   6588 693740    0    0  1744     0 1412  390  2  0 96  2  0
 1  1  67164 63882980   6588 693740    0    0  1732     0 1545  492  2  0 96  2  0
 1  1  67164 63880500   6588 693740    0    0  1672     0 1387  382  2  0 96  2  0
 1  1  67164 63878516   6588 693740    0    0  1760     4 1471  418  2  0 96  2  0
 1  1  67164 63876532   6588 693740    0    0  1692     0 1388  394  2  0 96  2  0
 1  1  67164 63874548   6588 693740    0    0  1796     0 1574  494  2  0 96  2  0
 1  1  67164 63872564   6588 693740    0    0  1852     0 1455  402  2  0 96  2  0
 1  1  67164 63870084   6588 693740    0    0  1728     0 1440  384  2  0 96  2  0
 1  1  67164 63868100   6588 693740    0    0  1848     0 1405  416  2  0 96  2  0
 1  1  67164 63865620   6588 693740    0    0  1928     4 1556  506  2  0 96  2  0
 1  1  67164 63863620   6588 693740    0    0  1768     0 1419  404  2  0 96  2  0
 1  1  67164 63861636   6588 693740    0    0  1656     0 1436  378  2  0 96  2  0
 1  1  67164 63859156   6588 693740    0    0  1780     0 1399  412  2  0 96  2  0
 1  1  67164 63857172   6588 693740    0    0  1800     0 1564  508  2  0 96  2  0
 1  1  67164 63855188   6588 693740    0    0  1716     0 1376  368  2  0 96  2  0
 1  1  67164 63852708   6588 693740    0    0  1896     4 1461  418  2  0 96  2  0
 1  1  67164 63850724   6588 693740    0    0  1676     0 1383  382  2  0 96  2  0
 1  1  67164 63848740   6588 693740    0    0  1720     0 1541  486  2  0 96  2  0
 1  1  67164 63846756   6588 693740    0    0  1732     0 1402  412  2  0 96  2  0
 1  1  67164 63844772   6588 693740    0    0  1804     0 1443  402  2  0 96  2  0
 1  1  67164 63842772   6588 693740    0    0  1692    10 1434  432  2  0 96  2  0
 1  1  67164 63840292   6588 693740    0    0  1852    12 1537  494  2  0 96  2  0
 1  1  67164 63838308   6588 693740    0    0  1704     0 1401  388  2  0 96  2  0
 1  1  67164 63835828   6588 693740    0    0  1844     0 1465  414  2  0 96  2  0
 1  1  67164 63833844   6588 693740    0    0  1812     0 1400  398  2  0 96  2  0
 1  1  67164 63831860   6588 693740    0    0  1828     0 1541  490  2  0 96  2  0
 1  1  67164 63829380   6588 693740    0    0  1860     0 1414  410  2  0 96  2  0
 1  1  67164 63827396   6588 693740    0    0  1720     4 1426  370  2  0 96  2  0
 1  1  67164 63825404   6588 693740    0    0  1672     0 1383  388  2  0 96  2  0
 1  1  67164 63823420   6588 693740    0    0  1804     0 1541  508  2  0 96  2  0
 1  1  67164 63821420   6588 693740    0    0  1748     0 1414  392  2  0 96  2  0
 1  1  67164 63818940   6588 693740    0    0  1812     0 1452  402  2  0 96  2  0
 1  1  67164 63816956   6588 693740    0    0  1712     0 1387  400  2  0 96  2  0
 1  1  67164 63814476   6588 693740    0    0  1768     4 1550  498  2  0 96  2  0
 1  1  67164 63812492   6588 693740    0    0  1728     0 1389  384  2  0 96  2  0
 1  1  67164 63810508   6588 693740    0    0  1756     0 1443  398  2  0 96  2  0
 1  1  67164 63808556   6588 693740    0    0  1840     0 1404  400  2  0 96  2  0
 1  1  67164 63806076   6588 693740    0    0  1760     0 1542  494  2  0 96  2  0
 1  1  67164 63804092   6588 693740    0    0  1840     0 1400  404  2  0 96  2  0
 1  1  67164 63802108   6588 693740    0    0  1796     4 1451  402  2  0 96  2  0
 1  1  67164 63799624   6588 693740    0    0  1784     0 1417  422  2  0 96  2  0
 1  1  67164 63797640   6588 693740    0    0  1780     0 1542  496  2  0 96  2  0
 1  1  67164 63795656   6588 693740    0    0  1680     0 1379  382  2  0 96  2  0
 1  1  67164 63793176   6588 693740    0    0  1860     0 1470  418  2  0 96  2  0
 1  1  67164 63791192   6588 693740    0    0  1700     0 1384  388  2  0 96  2  0
 1  1  67164 63789208   6588 693740    0    0  1744     4 1539  492  2  0 96  2  0
 1  1  67164 63787224   6588 693740    0    0  1780     0 1389  390  2  0 96  2  0
 1  1  67164 63784744   6588 693740    0    0  1756     0 1438  386  2  0 96  2  0
 1  1  67164 63782760   6588 693740    0    0  1756     0 1393  394  2  0 96  2  0
 1  1  67164 63780776   6588 693740    0    0  1672     0 1548  472  2  0 96  2  0
 1  1  67164 63778792   6588 693740    0    0  1724     8 1415  412  2  0 96  2  0
 1  1  67164 63776808   6588 693740    0    0  1704     5 1443  394  2  0 96  2  0
 1  1  67164 63774328   6588 693740    0    0  1840     0 1391  392  2  0 96  2  0
 1  1  67164 63772344   6588 693740    0    0  1772     0 1549  486  2  0 96  2  0
 1  1  67164 63770360   6588 693740    0    0  1792     0 1398  386  2  0 96  2  0
 1  1  67164 63768376   6588 693740    0    0  1732     0 1442  388  2  0 96  2  0
 1  1  67164 63765888   6588 693740    0    0  1712     0 1381  376  2  0 96  2  0
 1  1  67164 63763904   6588 693740    0    0  1736     8 1525  474  2  0 96  2  0
 1  1  67164 63761920   6588 693740    0    0  1840     0 1412  410  2  0 96  2  0
 1  1  67164 63759936   6588 693740    0    0  1740     0 1435  382  2  0 96  2  0
 1  1  67164 63757456   6588 693740    0    0  1772     0 1396  398  2  0 96  2  0
 1  1  67164 63755472   6588 693740    0    0  1780     0 1544  496  2  0 96  2  0
 1  1  67164 63753488   6588 693740    0    0  1692     8 1395  390  2  0 96  2  0
 1  1  67164 63751504   6588 693740    0    0  1776     0 1459  400  2  0 96  2  0
 1  1  67164 63749520   6588 693740    0    0  1724     0 1395  392  2  0 96  2  0
 1  1  67164 63747536   6588 693740    0    0  1700     0 1528  494  2  0 96  2  0
 1  1  67164 63745056   6588 693740    0    0  1724     0 1397  390  2  0 96  2  0
 1  1  67164 63743072   6588 693740    0    0  1752     4 1434  390  2  0 96  2  0
 1  1  67164 63741088   6588 693740    0    0  1896     0 1415  414  2  0 96  2  0
 1  1  67164 63738608   6588 693740    0    0  1892     0 1553  510  2  0 96  2  0
 1  1  67164 63736624   6588 693740    0    0  1852     0 1408  404  2  0 96  2  0
 1  1  67164 63734640   6588 693740    0    0  1736     0 1439  390  2  0 96  2  0
 1  1  67164 63732160   6588 693740    0    0  1836     0 1398  406  2  0 96  2  0
 1  1  67164 63730176   6588 693740    0    0  1716     8 1548  488  2  0 96  2  0
 1  1  67164 63727696   6588 693740    0    0  1784     0 1415  410  2  0 96  2  0
 1  1  67164 63725712   6588 693740    0    0  1820     0 1436  392  2  0 96  2  0
 1  1  67164 63723728   6588 693740    0    0  1756     0 1382  382  2  0 96  2  0
 1  1  67164 63721744   6588 693740    0    0  1796     0 1547  498  2  0 96  2  0
 1  1  67164 63719264   6588 693740    0    0  1740     4 1382  384  2  0 96  2  0
 1  1  67164 63717280   6588 693740    0    0  1780     0 1455  408  2  0 96  2  0
 1  1  67164 63715296   6588 693740    0    0  1676     0 1399  390  2  0 96  2  0
 1  1  67164 63713312   6588 693740    0    0  1700     8 1529  486  2  0 96  2  0
 1  1  67164 63711328   6588 693740    0    0  1640     0 1379  388  2  0 96  2  0
 1  1  67164 63709344   6588 693740    0    0  1740     0 1458  392  2  0 96  2  0
 1  1  67164 63707360   6588 693740    0    0  1740     4 1403  400  2  0 96  2  0
 1  1  67164 63704872   6588 693740    0    0  1824     0 1544  492  2  0 96  2  0
 1  1  67164 63702888   6588 693740    0    0  1788     0 1378  386  2  0 96  2  0
 1  1  67164 63700904   6588 693740    0    0  1716     0 1439  410  2  0 96  2  0
 1  1  67164 63698920   6588 693740    0    0  1752     0 1380  380  2  0 96  2  0
 1  1  67164 63696440   6588 693740    0    0  1828     0 1546  486  2  0 96  2  0
 1  1  67164 63694456   6588 693740    0    0  1784     4 1393  396  2  0 96  2  0
 1  1  67164 63691976   6588 693740    0    0  1792     0 1448  402  2  0 96  2  0
 1  1  67164 63689992   6588 693740    0    0  1752     0 1392  376  2  0 96  2  0
 1  1  67164 63688008   6588 693740    0    0  1740     0 1566  508  2  0 96  2  0
 1  1  67164 63686024   6588 693740    0    0  1836     0 1399  404  2  0 96  2  0
 1  1  67164 63683544   6588 693740    0    0  1732     0 1439  398  2  0 96  2  0
 1  1  67164 63681560   6588 693740    0    0  1788     8 1380  388  2  0 96  2  0
 1  1  67164 63679576   6588 693740    0    0  1752     0 1530  486  2  0 96  2  0
 1  1  67164 63677096   6588 693740    0    0  1848     0 1405  400  2  0 96  2  0
 1  1  67164 63675112   6588 693740    0    0  1764     0 1431  388  2  0 96  2  0
 1  1  67164 63673128   6588 693740    0    0  1792     0 1413  422  2  0 96  2  0
 1  1  67164 63671144   6588 693740    0    0  1744     0 1535  478  2  0 96  2  0
 1  1  67164 63668664   6588 693740    0    0  1664     4 1378  378  2  0 96  2  0
 1  1  67164 63666680   6588 693740    0    0  1828     0 1461  398  2  0 96  2  0
 1  1  67164 63664696   6588 693740    0    0  1740     0 1382  384  2  0 96  2  0
 1  1  67164 63662216   6588 693740    0    0  1908     0 1559  524  2  0 96  2  0
 1  1  67164 63660232   6588 693740    0    0  1732     0 1385  378  2  0 96  2  0
 1  1  67164 63658248   6588 693740    0    0  1836     0 1444  408  2  0 96  2  0
 1  1  67164 63655768   6588 693740    0    0  1772     4 1389  398  2  0 96  2  0
