procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1  67104 64092744   5056 661504    0    0    81   140    0    0  1  0 99  0  0
 0  1  67104 64058880   6624 667184    0    0  4674  2052  822  820  0  0 98  1  0
 0  1  67104 64054912   6624 667184    0    0  1734     0  407  342  0  0 98  2  0
 0  1  67104 64050944   6624 667184    0    0  1762    10  441  403  0  0 98  2  0
 1  1  67104 64046464   6624 667184    0    0  1708     0  447  335  0  0 98  2  0
 2  0  67104 64042620   6624 667384    0    0  1718     0 1735  431  2  0 96  2  0
 1  1  67104 64038344   6624 667384    0    0  1696    40 1601  366  2  0 96  2  0
 1  1  67104 64034256   6624 667384    0    0  1766     0 1541  414  2  0 96  2  0
 1  1  67104 64030168   6624 667384    0    0  1686     6 1484  349  2  0 96  2  0
 1  1  67104 64026080   6748 667260    0    0  1804     2 1563  423  2  0 96  2  0
 1  1  67104 64021556   6748 667260    0    0  1778     0 1468  353  2  0 96  2  0
 1  1  67104 64017468   6844 667164    0    0  1786     0 1537  410  2  0 96  2  0
 1  1  67104 64013440   6844 667164    0    0  1730     6 1438  359  2  0 96  2  0
 1  1  67104 64008916   6968 667040    0    0  1734     0 1506  399  2  0 96  2  0
 1  1  67104 64004888   6968 667040    0    0  1768     0 1462  371  2  0 96  2  0
 1  1  67104 64000968   6968 667040    0    0  1750     4 1476  436  2  0 96  2  0
 1  1  67104 63996008   6968 667040    0    0  1798     0 1428  379  2  0 96  2  0
 1  1  67104 63991980   6968 667040    0    0  1732     0 1475  420  2  0 96  2  0
 1  1  67104 63987516   6968 667040    0    0  1752    27 1485  439  2  0 96  2  0
 1  1  67104 63983488   6968 667040    0    0  1752     0 1507  450  2  0 96  2  0
 1  1  67104 63979956   6968 667040    0    0  1680     0 1433  390  2  0 96  2  0
 1  1  67104 63973148   6968 667040    0    0  1750     2 1500  460  2  0 96  2  0
 1  1  67104 63968684   6968 667040    0    0  1762     0 1433  399  2  0 96  2  0
 1  1  67104 63964220   6968 667040    0    0  1754     0 1516  458  2  0 96  2  0
 1  1  67104 63960252   7080 666928    0    0  1802     2 1485  402  2  0 96  2  0
 1  1  67104 63956224   7080 666928    0    0  1686     0 1456  434  2  0 96  2  0
 1  1  67104 63951680   7080 666928    0    0  1764     2 1437  410  2  0 96  2  0
 1  1  67104 63947216   7080 666928    0    0  1720     2 1466  456  2  0 96  2  0
 1  1  67104 63943248   7080 666928    0    0  1808     0 1429  402  2  0 96  2  0
 1  1  67104 63938768   7080 666928    0    0  1718     0 1463  449  2  0 96  2  0
