procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 120148 63808304   5552 932424    0    0    45   182    0    0  1  0 99  0  0
 0  0 120148 63809060   5552 932436    0    0     0     9  154  132  0  0 100  0  0
 1  0 120148 63663356   5552 933452    0    0   368     0  965  377  1  0 99  0  0
 1  0 120148 63668280   5552 937728    0    0  1420   391 2063  852  1  0 98  1  0
 1  0 120148 63580780   5552 938380    0    0     1    18 1235  247  2  0 98  0  0
 1  0 120148 63761676   5552 942516    0    0   340   611 1764  687  2  0 98  0  0
 0  0 120148 63795564   5552 943784    0    0    76     0  947  183  1  0 98  0  0
 0  0 120148 63795564   5552 943784    0    0     0   829  119   98  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     4  140   97  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     0  110   86  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     4   99   59  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     0  121   89  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     4  131   90  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     0  109   85  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0   135  108   77  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     0  115   88  0  0 100  0  0
 0  0 120148 63795564   5552 943784    0    0     0     4  130   90  0  0 100  0  0
 0  0 120148 63797524   5552 943892    0    0     0     0  168  101  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     5  106   63  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  112   88  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  128   88  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  125   98  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   97   55  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  111   87  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0   170  143  118  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  122   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   98   56  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  112   87  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  133   90  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  112   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   96   55  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  118   92  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  128   87  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     7  112   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     3   97   57  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  118   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  127   86  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  119   93  0  0 100  0  0
 1  0 120148 63797852   5552 943892    0    0     0     0  101   57  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  119   90  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  128   87  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  125   98  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   96   53  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  113   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     3  128   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  119   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   94   53  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     5  114   90  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  132   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     5  113   90  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0   95   54  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  119   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  128   86  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  115   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     3   97   56  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  118   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  125   85  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  119   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  100   57  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  113   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  128   89  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  123   95  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4   97   56  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  109   85  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0    10  130   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  116   90  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     5   97   57  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  110   85  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  141   93  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     0  110   86  0  0 100  0  0
 0  0 120148 63797852   5552 943892    0    0     0     4  107   66  0  0 100  0  0
