procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1 115480 63499160   5956 1079176    0    0    51   160    0    0  1  0 99  0  0
 1  0 115480 63462772   7928 1084376    0    0  7344  4160 2343 1317  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1165  148  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1125   72  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1076   68  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1166  104  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1144  138  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1120   62  2  0 98  0  0
 1  0 115480 63461096   7928 1084376    0    0     0     0 1068   60  2  0 98  0  0
 2  0 115480 63445084   7928 1084376    0    0 46364   141 10074 12468  2  0 96  2  0
 1  1 115480 63429436   7928 1084376    0    0 50060     0 9371 13901  2  0 96  2  0
 1  1 115480 63415260   7928 1084376    0    0 49784     0 7611 13692  2  0 96  2  0
 1  1 115480 63401464   7928 1084376    0    0 48800     0 8950 13742  2  0 96  2  0
 1  1 115480 63388628   7928 1084376    0    0 49204     0 8011 13752  2  0 96  2  0
 1  1 115480 63376788   7928 1084376    0    0 49324     0 7880 14024  2  0 96  2  0
 1  1 115480 63364936   7928 1084376    0    0 49184     0 7709 13787  2  0 96  2  0
 1  1 115480 63353648   7928 1084376    0    0 48812     0 7550 13548  2  0 96  2  0
 1  1 115480 63342564   7928 1084416    0    0 50192     0 7702 13728  2  0 96  2  0
 1  1 115480 63331888   7928 1084560    0    0 50124     0 8242 13898  2  0 96  2  0
 1  1 115480 63317120   7928 1087468    0    0 53580     0 7974 14256  2  0 95  2  0
 1  1 115480 63307124   7928 1087468    0    0 50268     0 7809 14185  2  0 96  2  0
 1  1 115480 63296332   7928 1087468    0    0 50936     0 7720 13958  2  0 96  2  0
 1  1 115480 63284860   7928 1087908    0    0 50764     0 7877 14479  2  0 96  2  0
 1  1 115480 63275000   7928 1087908    0    0 51924     0 7878 14486  2  0 96  2  0
 1  1 115480 63264200   7928 1087908    0    0 50692     0 7698 14112  2  0 96  2  0
 1  1 115480 63255732   7928 1088360    0    0 51412     0 7952 14539  2  0 96  2  0
 2  1 115480 63246948   7928 1088496    0    0 51928     0 7939 14658  2  0 96  2  0
 1  1 115480 63237412   7928 1088496    0    0 51612     0 7936 14630  2  0 96  2  0
 2  0 115480 63228116   7928 1088496    0    0 51212     0 7769 14367  2  0 96  2  0
 2  0 115480 63219340   7928 1088496    0    0 51244     0 7890 14505  2  0 96  2  0
 1  1 115480 63210540   7928 1088936    0    0 50616     4 7827 14505  2  0 96  2  0
 1  1 115480 63201508   7928 1088936    0    0 50648    88 7782 14290  2  0 96  2  0
 1  1 115480 63192044   7928 1088936    0    0 49164     0 7595 13978  2  0 96  2  0
 1  1 115480 63184508   7928 1088936    0    0 50184     0 7812 14332  2  0 96  2  0
 2  0 115480 63178252   7928 1088936    0    0 46864     0 7869 14579  2  0 98  0  0
 1  1 115480 63170212   7928 1088936    0    0 46584     8 7898 14507  2  0 98  0  0
 1  1 115480 63163180   7932 1088932    0    0 46660     4 7663 14114  2  0 98  0  0
 1  1 115480 63157340   7932 1089756    0    0 46576     0 7745 14293  2  0 98  0  0
 2  1 115480 63150424   7932 1089856    0    0 46476     0 7748 14272  2  0 98  0  0
