procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1  67484 64119260   5164 643936    0    0    82   141    0    0  0  0 99  0  0
 1  0  67484 64089448   6744 650180    0    0  7272  4104 1928 1141  1  0 98  1  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1049   36  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1072   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1025   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     8 1180  128  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0    18 1037   36  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1078   30  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1024   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1167  122  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     4 1033   30  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1079   30  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1039   32  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1170  122  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1027   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1074   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     4 1028   28  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1167  122  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1026   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1072   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1024   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1175  128  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     4 1044   38  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1078   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1021   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1173  122  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1025   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1075   26  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     4 1029   28  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1163  120  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1027   22  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0    68 1106   30  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1055   42  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1167  122  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     4 1030   28  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1071   24  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0    94 1093   90  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1214  168  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1066   62  2  0 98  0  0
 1  0  67484 64089448   6744 650180    0    0     0     0 1114   66  2  0 98  0  0
